GeneID	NonTargeting_rep1	NonTargeting_rep2	p63KD_rep1	p63KD_rep2
EIF3H	21201	20296	16752	17066
EIF3I	12696	12068	10096	10111
EIF3IP1	0	1	0	0
EIF3J	7458	7138	5710	5610
EIF3J-AS1	260	320	225	254
EIF3K	10671	10089	9457	9175
EIF3L	20354	19474	14467	14061
EIF3M	14788	14168	11222	11519
EIF4A1	0	0	0	0
EIF4A2	13113	12340	16366	15427
EIF4A3	7510	7254	6123	6133
EIF4B	32670	30600	21976	21793
EIF4E	6114	5915	4388	4609
EIF4E1B	0	0	0	0
EIF4E2	4056	3977	4388	4327
EIF4E3	1253	1185	1423	1514
EIF4EBP1	1002	1036	570	555
EIF4EBP2	8131	7608	8678	8454
EIF4EBP3	2	3	4	1
EIF4ENIF1	1438	1435	1214	1177
EIF4G1	36355	35228	29606	28660
EIF4G2	67229	65733	63738	63665
EIF4G3	4266	4074	4129	4029
EIF4H	21820	20887	15480	15655
EIF5	21845	21042	17645	17507
EIF5A	30094	29338	16388	16227
EIF5A2	385	428	357	403
EIF5AL1	5	11	3	4
EIF5B	10971	10316	8897	8913
EIF6	8131	7780	7519	7420
ELAC1	695	686	557	559
ELAC2	5147	5202	4195	4135
ELANE	2	3	2	3
ELAVL1	5369	5064	3984	4087
ELAVL2	0	1	1	2
ELAVL3	1	0	2	2
ELAVL4	0	0	0	0
ELDR	0	0	0	0
ELF1	7560	7117	5575	5515
ELF2	2700	2654	2238	2150
ELF3	24201	22284	50833	47709
ELF4	3562	3491	2433	2389
ELF5	1	0	1	1
ELFN1	0	1	0	0
ELFN1-AS1	5	14	3	0
ELFN2	836	832	690	706
ELK1	1724	1507	1290	1253
ELK2AP	0	0	0	0
ELK3	1064	1031	791	804
ELK4	3139	3053	2456	2494
ELL	849	817	724	756
ELL2	8572	8660	15064	14991
ELL3	285	213	173	191
ELMO1	39	39	9	11
ELMO1-AS1	0	0	0	0
ELMO2	2205	2194	1738	1628
ELMO3	1845	1699	2000	1910
ELMOD1	0	2	0	0
ELMOD2	3853	3712	3605	3664
ELMOD3	637	641	694	571
ELMSAN1	2742	2669	2931	2748
ELN	0	0	0	1
ELOF1	1602	1512	1630	1490
ELOVL1	6011	5742	7482	7162
ELOVL2	23	19	2	6
ELOVL2-AS1	0	0	0	0
ELOVL3	185	164	151	167
ELOVL4	1048	984	805	783
ELOVL5	12282	12213	10507	10302
ELOVL6	6569	6120	3670	3819
ELOVL7	2219	2152	3062	3140
ELP2	2991	2828	2724	2610
ELP3	1346	1237	1041	1023
ELP4	1233	1233	847	875
ELP5	1297	1195	1138	1110
ELP6	1420	1360	1095	1002
ELSPBP1	0	0	0	0
ELTD1	0	0	0	0
EMB	4958	4822	3094	3179
EMBP1	88	93	34	52
EMC1	2366	2109	2614	2591
EMC10	8806	8640	20785	19647
EMC2	3333	3274	3618	3891
EMC3	3677	3524	5523	5171
EMC3-AS1	264	283	185	152
EMC4	5028	4818	5998	6027
EMC6	1433	1453	1541	1593
EMC7	3832	3826	7118	7187
EMC8	2443	2483	2297	2237
EMC9	566	569	356	317
EMCN	2	6	4	4
EMD	2680	2687	1990	2015
EME1	813	855	309	276
EME2	249	338	345	311
EMG1	1795	1608	1201	1182
EMID1	2	3	0	4
EMILIN1	35	38	60	47
EMILIN2	1	0	1	1
EMILIN3	1	0	0	0
EML1	290	259	174	187
EML2	5387	5228	4675	4565
EML3	4633	4618	3500	3203
EML4	4281	4119	3190	3048
EML5	376	350	240	222
EML6	341	344	227	228
EMP1	2601	2482	1982	1960
EMP2	16548	16054	16590	15873
EMP3	59	66	45	59
EMR1	1	0	0	0
EMR2	408	372	501	481
EMR3	0	0	0	0
EMR4P	2	1	1	2
EMX1	34	38	97	96
EMX2	0	1	0	1
EMX2OS	0	2	1	2
EN1	102	140	166	219
EN2	0	1	0	0
ENAH	5051	4873	3051	3110
ENAM	0	0	1	1
ENC1	1241	1247	2138	1997
ENDOD1	8852	8417	14798	14619
ENDOG	1049	1075	1217	1261
ENDOU	49	42	168	228
ENDOV	619	587	712	678
ENG	12	9	30	34
ENGASE	1742	1825	2563	2151
ENHO	12	12	8	3
ENKD1	344	373	406	368
ENKUR	30	35	37	49
ENO1	41346	39593	27779	27353
ENO1-AS1	6	2	1	1
ENO2	342	314	377	395
ENO3	1821	2065	4788	4260
ENO4	9	11	15	14
ENOPH1	4245	4175	2939	2993
ENOSF1	1801	1929	1609	1437
ENOX1	1243	1245	2161	2168
ENOX1-AS2	0	0	0	0
ENOX2	1466	1327	1106	1124
ENPEP	0	1	6	1
ENPP1	65	72	250	255
ENPP2	82	58	4	3
ENPP3	4	4	8	9
ENPP4	154	176	750	701
ENPP5	20	11	76	72
ENPP6	5	4	2	1
ENPP7	0	0	0	0
ENSA	7597	7318	5495	5390
ENTHD1	0	0	0	0
ENTHD2	859	921	788	639
ENTPD1	569	499	1597	1512
ENTPD1-AS1	34	33	24	23
ENTPD2	49	47	86	78
ENTPD3	848	886	2398	2377
ENTPD3-AS1	68	70	72	104
ENTPD4	2810	2712	3736	3672
ENTPD5	799	739	798	708
ENTPD6	1476	1475	1668	1589
ENTPD7	1560	1455	1901	1864
ENTPD8	33	35	306	256
ENY2	3414	3184	2889	3063
EOGT	4822	4951	4674	4506
EOMES	150	145	59	70
EP300	6566	5532	5638	5479
EP300-AS1	25	24	24	20
EP400	4565	3912	2977	2936
EP400NL	109	99	109	94
EPAS1	13856	13430	18335	17561
EPB41	1585	1498	1070	1067
EPB41L1	11317	10695	19274	18833
EPB41L2	1460	1314	685	728
EPB41L3	0	0	0	0
EPB41L4A	3899	3760	4951	4800
EPB41L4A-AS1	471	524	288	292
EPB41L4A-AS2	36	41	54	68
EPB41L4B	991	914	586	612
EPB41L5	1038	963	1043	980
EPB42	0	2	0	0
EPC1	1618	1543	1601	1574
EPC2	1486	1430	1096	977
EPCAM	11870	11408	20005	19243
EPDR1	1272	1208	1184	1266
EPG5	2108	1979	2136	2056
EPGN	49	44	106	127
EPHA1	2050	1991	2384	2285
EPHA1-AS1	12	15	4	2
EPHA10	327	328	538	493
EPHA2	2857	2781	3072	2934
EPHA3	0	0	0	1
EPHA4	3269	3008	1351	1293
EPHA5	0	0	0	0
EPHA5-AS1	0	0	0	0
EPHA6	0	0	0	1
EPHA7	0	0	0	0
EPHA8	0	0	0	0
EPHB1	15	14	9	8
EPHB2	2138	1992	1680	1599
EPHB3	962	871	621	515
EPHB4	3506	3528	3229	3075
EPHB6	561	560	264	264
EPHX1	4649	4443	4407	4091
EPHX2	610	553	556	556
EPHX3	21	11	8	9
EPHX4	541	504	1085	1123
EPM2A	1297	1303	1157	1117
EPM2AIP1	3766	3538	2399	2319
EPN1	9391	9527	8830	8669
EPN2	1334	1335	1100	1051
EPN2-AS1	0	0	1	0
EPN2-IT1	2	4	1	0
EPN3	4593	4429	2887	2737
EPO	0	2	0	0
EPOR	99	116	112	96
EPPIN	0	0	1	1
EPPIN-WFDC6	0	1	0	0
EPPK1	8995	8110	5634	5767
EPRS	19166	18259	12022	11847
EPS15	2792	2737	2882	2856
EPS15L1	1523	1448	1601	1545
EPS8	1757	1643	2152	2002
EPS8L1	777	753	1629	1408
EPS8L2	15767	15951	16830	15807
EPS8L3	0	1	0	1
EPSTI1	809	716	666	642
EPT1	7592	7462	5300	5090
EPX	0	0	0	0
EPYC	0	0	1	0
EQTN	3	2	1	2
ERAL1	3153	3102	2602	2499
ERAP1	6538	6358	9934	9482
ERAP2	7221	7054	5755	5689
ERAS	3	7	5	7
ERBB2	10601	10623	15216	13887
ERBB2IP	8047	7940	7284	7243
ERBB3	4143	4048	6952	6574
ERBB4	5	18	45	46
ERC1	3763	3534	2640	2654
ERC2	0	0	0	0
ERC2-IT1	0	0	1	0
ERCC1	1926	1885	2019	1874
ERCC2	1514	1464	1334	1246
ERCC3	3569	3452	3054	3044
ERCC4	1308	1328	1167	1128
ERCC5	245	278	203	175
ERCC6	1084	987	1136	1075
ERCC6-PGBD3	5	7	6	5
ERCC6L	1496	1437	415	403
ERCC6L2	1678	1622	1193	1195
ERCC8	736	743	565	599
EREG	5	6	24	25
ERF	3249	3267	1790	1633
ERG	1	0	1	0
ERGIC1	15538	15299	27614	26386
ERGIC2	2984	2979	3407	3257
ERGIC3	18046	17895	28813	27229
ERH	6038	5838	4223	4196
ERI1	910	928	618	645
ERI2	2059	1971	1342	1294
ERI3	2589	2490	2031	1982
ERI3-IT1	22	24	14	14
ERICH1	432	349	306	244
ERICH1-AS1	0	0	0	0
ERICH2	148	164	159	136
ERICH3	1	2	1	2
ERICH4	0	0	0	2
ERICH5	977	823	1164	1211
ERICH6	2	3	1	0
ERICH6B	0	0	0	0
ERLEC1	4479	4496	8627	8513
ERLIN1	3848	3755	3719	3527
ERLIN2	2995	2860	4957	4762
ERMAP	1224	1326	1428	1369
ERMARD	518	551	620	594
ERMN	0	0	0	0
ERMP1	13395	12517	15591	15063
ERN1	308	303	413	393
ERN2	31	23	49	50
ERO1L	3588	3351	6161	6145
ERO1LB	485	506	596	570
ERP27	905	885	1462	1425
ERP29	10158	9779	13084	12515
ERP44	5038	4823	9760	9500
ERRFI1	161	140	214	227
ERV3-1	351	317	744	749
ERVFRD-1	0	0	0	0
ERVK13-1	357	352	377	319
ERVMER34-1	227	234	47	54
ERVV-1	0	2	0	0
ERVV-2	0	0	0	1
ESAM	120	117	260	253
ESCO1	1904	1716	1764	1679
ESCO2	1574	1405	644	650
ESD	8169	7764	5787	5834
ESF1	941	862	675	614
ESM1	2	1	14	10
ESPL1	4181	3979	957	944
ESPN	18	13	41	56
ESPNL	2	6	7	5
ESPNP	7	3	11	10
ESR1	1935	1810	2372	2325
ESR2	15	16	9	7
ESRG	11	7	5	10
ESRP1	18585	17365	11939	11966
ESRP2	5377	5539	6198	5483
ESRRA	8647	8419	9433	9035
ESRRB	1	12	4	5
ESRRG	1	1	4	1
ESX1	1	0	1	1
ESYT1	6278	6033	5305	5070
ESYT2	20019	19747	26767	25891
ESYT3	76	73	113	111
ETAA1	1866	1834	1233	1134
ETF1	15101	14341	12824	13073
ETFA	15865	14792	15431	15880
ETFB	2032	1958	1872	1864
ETFDH	1507	1407	1957	1901
ETHE1	1423	1316	2145	2018
ETNK1	3019	2916	3348	3239
ETNK2	311	330	388	342
ETNPPL	0	0	0	1
ETS1	2418	2363	1231	1219
ETS2	22584	21398	17688	16993
ETV1	2	5	6	8
ETV2	23	20	23	20
ETV3	526	479	633	585
ETV3L	0	0	0	0
ETV4	25	16	38	26
ETV5	29	33	37	35
ETV6	2289	2164	3177	3050
ETV7	539	425	203	175
EVA1A	238	262	261	250
EVA1B	29	39	102	109
EVA1C	1331	1263	2033	1925
EVC	1648	1596	1288	1231
EVC2	2	1	0	0
EVI2A	1	0	0	3
EVI2B	7	13	16	19
EVI5	1320	1173	1511	1474
EVI5L	610	665	836	781
EVL	681	714	672	596
EVPL	5509	5515	6144	5734
EVPLL	284	279	548	526
EVX1	0	1	0	0
EVX1-AS	0	0	0	0
EVX2	0	0	0	0
EWSR1	17850	17811	14031	13301
EXD1	1	3	2	1
EXD2	2273	2227	2118	2059
EXD3	397	366	383	313
EXO1	3378	3415	1578	1609
EXO5	772	809	625	640
EXOC1	3914	3622	3377	3275
EXOC2	2930	2824	2532	2478
EXOC3	6383	6183	7784	7537
EXOC3L1	17	14	31	36
EXOC3L2	0	0	0	1
EXOC3L4	821	805	690	575
EXOC4	5162	4852	5373	5105
EXOC5	7039	6619	7086	7212
EXOC6	1382	1250	1452	1505
EXOC6B	2226	2037	1682	1534
EXOC7	5908	5691	6195	5879
EXOC8	2095	1958	1785	1746
EXOG	737	758	422	447
EXOSC1	1080	1014	845	827
EXOSC10	1964	1894	1501	1363
EXOSC2	1911	1857	901	835
EXOSC3	1505	1407	864	874
EXOSC4	1366	1345	1393	1272
EXOSC5	830	782	379	404
EXOSC6	670	685	511	567
EXOSC7	1605	1523	1026	1043
EXOSC8	3209	3148	1439	1424
EXOSC9	2276	2259	1444	1520
EXPH5	1729	1650	1096	1021
EXT1	16812	15903	18331	18024
EXT2	8604	8281	13020	12185
EXTL1	1	2	0	0
EXTL2	747	700	406	421
EXTL3	2377	2171	1965	1864
EYA1	15	12	4	8
EYA2	4265	4040	3259	3138
EYA3	802	781	693	603
EYA4	0	0	0	0
EYA4-AS1	163	198	678	592
EYS	5	1	19	13
EZH1	1279	1314	1602	1366
EZH2	2944	3073	1693	1551
EZR	14560	14266	20543	20334
EZR-AS1	1	0	0	2
F10	1	0	2	1
F11	0	0	0	0
F11-AS1	0	0	0	0
F11R	20530	19717	33903	31849
F12	100	127	51	61
F13A1	51	39	503	495
F13B	1	2	0	0
F2	1	1	0	1
F2R	507	488	58	57
F2RL1	1956	1997	1087	1083
F2RL2	5	6	2	3
F2RL3	0	0	1	0
F3	3725	4402	34473	34074
F5	137	98	13	15
F7	10	9	31	22
F8	270	252	346	335
F8A1	188	205	242	237
F8A2	0	0	0	0
F8A3	0	0	0	0
F9	0	0	0	0
FA2H	1051	998	1848	1681
FAAH	2196	2016	2870	2689
FAAH2	1560	1477	3476	3451
FABP1	0	1	0	0
FABP12	0	0	0	0
FABP2	0	0	0	0
FABP3	100	86	175	175
FABP4	1	0	0	0
FABP5	1101	1157	125	143
FABP5P3	2	4	0	2
FABP6	33	29	24	17
FABP7	0	0	0	0
FABP9	0	0	0	0
FADD	3015	2973	2997	3005
FADS1	26135	24664	12198	11412
FADS2	12275	11701	4976	4552
FADS3	5150	5282	2470	2245
FADS6	1	2	0	1
FAF1	3590	3497	2382	2459
FAF2	6198	6138	5763	5429
FAH	2960	2799	2156	2073
FAHD1	2719	2729	2908	3053
FAHD2A	540	548	411	430
FAHD2B	805	809	695	696
FAHD2CP	212	174	219	201
FAIM	1921	1836	1294	1332
FAIM2	0	0	0	0
FAIM3	191	184	402	357
FAM101A	0	0	0	0
FAM101B	160	146	100	96
FAM102A	790	878	1410	1375
FAM102B	1677	1553	2182	2130
FAM103A1	2326	2216	2153	2177
FAM104A	2411	2306	1837	1876
FAM104B	367	345	316	309
FAM105A	75	69	46	34
FAM106A	33	29	47	39
FAM106CP	20	23	43	36
FAM107A	5	4	9	9
FAM107B	4612	4316	11016	10979
FAM109A	643	613	987	952
FAM109B	237	247	249	230
FAM110A	833	852	587	585
FAM110B	0	0	0	0
FAM110C	1799	1769	1703	1691
FAM110D	6	7	1	2
FAM111A	9029	9322	6299	5982
FAM111B	5248	5530	3604	3624
FAM114A1	1669	1660	3019	3001
FAM114A2	1087	1046	808	764
FAM115A	5597	5410	4815	4780
FAM115C	86	83	63	58
FAM115D	2	6	4	3
FAM117A	362	376	296	270
FAM117B	1004	1006	788	711
FAM118A	1374	1342	1247	1185
FAM118B	1155	1141	1284	1321
FAM120A	15033	13988	13681	12907
FAM120AOS	1841	1830	2292	2130
FAM120B	1787	1722	1788	1640
FAM120C	641	543	846	782
FAM122A	1018	1063	989	982
FAM122B	3703	3795	2357	2283
FAM122C	121	115	107	101
FAM124A	4	5	6	9
FAM124B	1	0	0	1
FAM126A	4720	4209	1559	1585
FAM126B	1558	1487	1404	1420
FAM127A	1761	1767	2248	2159
FAM127B	1655	1713	1366	1373
FAM127C	0	1	0	0
FAM129A	2256	2110	314	345
FAM129B	8361	7963	18190	17649
FAM129C	3	0	2	7
FAM131A	358	362	376	409
FAM131B	157	148	98	81
FAM131C	97	96	92	109
FAM132A	9	14	17	13
FAM132B	67	94	39	36
FAM133A	5	9	2	3
FAM133B	236	251	219	227
FAM133CP	2	2	4	2
FAM133DP	0	0	0	0
FAM134A	5004	4857	4600	4339
FAM134B	5306	5294	8866	8777
FAM134C	2556	2403	3480	3216
FAM135A	1925	1738	1534	1446
FAM135B	0	0	0	0
FAM136A	2648	2568	2293	2291
FAM138A	0	0	0	0
FAM138B	0	0	0	0
FAM138C	0	0	0	0
FAM138D	0	0	0	0
FAM138E	0	0	0	0
FAM138F	0	0	0	0
FAM13A	1246	1142	1131	1075
FAM13A-AS1	45	36	62	42
FAM13B	2946	2783	4026	3706
FAM13C	42	33	4	4
FAM149A	37	48	70	74
FAM149B1	1104	1028	1202	1129
FAM150A	3	1	3	4
FAM150B	0	0	1	0
FAM151A	0	1	0	0
FAM151B	84	83	76	72
FAM153A	1	3	2	0
FAM153B	0	1	0	0
FAM153C	2	0	1	1
FAM154A	1	0	0	1
FAM154B	176	142	267	249
FAM155A	0	0	0	2
FAM155A-IT1	0	0	0	0
FAM155B	99	119	182	135
FAM156A	160	175	153	139
FAM156B	0	0	0	0
FAM157A	124	131	94	82
FAM157B	91	92	104	63
FAM159A	0	0	0	0
FAM159B	3	3	0	1
FAM160A1	606	578	603	604
FAM160A2	1283	1325	1334	1207
FAM160B1	2685	2479	2603	2524
FAM160B2	2003	2025	3189	2876
FAM161A	214	227	119	104
FAM161B	198	191	216	161
FAM162A	2507	2305	2187	2220
FAM162B	0	0	0	0
FAM163A	0	0	0	0
FAM163B	0	0	0	0
FAM166A	2	0	1	2
FAM166B	4	1	5	2
FAM167A	58	47	167	150
FAM167B	25	29	34	22
FAM168A	4389	4182	3203	3019
FAM168B	9740	9673	8920	8750
FAM169A	5577	5306	2631	2755
FAM169B	2	9	11	12
FAM170A	0	0	0	0
FAM170B	0	0	0	0
FAM170B-AS1	0	0	0	0
FAM171A1	1426	1367	731	675
FAM171A2	62	47	33	43
FAM171B	1267	1200	883	910
FAM172A	1285	1295	1147	1230
FAM172BP	7	5	1	1
FAM173A	450	474	518	447
FAM173B	1887	1800	1413	1407
FAM174A	1001	1012	1394	1395
FAM174B	137	145	253	250
FAM175A	893	864	645	626
FAM175B	1742	1703	1522	1505
FAM177A1	3133	3012	3121	3018
FAM177B	0	0	1	1
FAM178A	3296	3396	2287	2221
FAM178B	14	13	9	14
FAM179A	10	12	4	5
FAM179B	1551	1442	1709	1623
FAM180A	1	1	1	2
FAM180B	2	0	0	0
FAM181A	0	0	0	0
FAM181A-AS1	0	0	0	0
FAM181B	151	150	36	46
FAM182A	0	0	0	0
FAM182B	29	25	12	16
FAM183A	44	55	42	38
FAM183B	0	0	0	0
FAM183CP	0	0	0	0
FAM184A	5	4	5	4
FAM184B	0	0	2	2
FAM185A	527	444	389	395
FAM186A	0	0	0	1
FAM186B	22	26	40	26
FAM187B	0	0	0	0
FAM188A	1639	1601	1390	1313
FAM188B	27	27	25	26
FAM189A1	0	0	0	0
FAM189A2	350	372	998	954
FAM189B	1939	1903	1359	1238
FAM192A	4802	4734	4164	4215
FAM193A	1587	1488	1552	1430
FAM193B	2020	2272	2136	1770
FAM195A	1272	1246	1614	1539
FAM195B	1010	1014	1207	1104
FAM196A	1	1	0	0
FAM196B	1	4	1	1
FAM197Y2	0	0	0	0
FAM197Y5	0	0	0	0
FAM198A	0	1	3	5
FAM198B	3246	3193	990	1024
FAM199X	4145	3828	3307	3433
FAM19A1	0	0	1	0
FAM19A2	16	25	6	6
FAM19A3	2	1	1	2
FAM19A4	0	0	0	0
FAM19A5	0	0	0	0
FAM200A	681	608	657	697
FAM200B	1022	1002	926	814
FAM201A	809	807	702	698
FAM203A	315	309	279	301
FAM204A	1825	1590	1424	1458
FAM205A	0	0	0	0
FAM205B	0	0	0	0
FAM206A	1098	1052	863	835
FAM207A	764	731	660	655
FAM208A	8007	7497	6946	6994
FAM208B	8452	8115	6153	5911
FAM209A	4	1	3	0
FAM209B	2	8	6	1
FAM20A	4	0	0	6
FAM20B	6887	6821	6770	6554
FAM20C	3754	3665	10658	10261
FAM210A	1862	1826	1573	1596
FAM210B	8166	7842	9982	9747
FAM212A	245	203	26	21
FAM212B	1230	1154	737	680
FAM212B-AS1	23	20	22	25
FAM213A	4014	3903	4024	3968
FAM213B	694	684	722	754
FAM214A	2641	2427	4351	4180
FAM214B	607	627	2022	1751
FAM215A	7	8	7	6
FAM216A	489	501	221	224
FAM216B	0	0	0	0
FAM217A	0	0	0	1
FAM217B	2355	2251	1839	1868
FAM218A	14	13	11	16
FAM219A	689	725	706	601
FAM219B	2847	2830	2487	2329
FAM21A	2350	2197	2380	2286
FAM21C	2023	1983	2049	2007
FAM21EP	56	59	57	69
FAM220A	1647	1592	1534	1523
FAM221A	57	65	75	80
FAM221B	0	0	2	0
FAM222A	110	126	137	120
FAM222A-AS1	14	10	2	1
FAM222B	1014	1021	1449	1377
FAM223A	0	0	0	0
FAM223B	0	0	0	0
FAM224A	0	0	0	0
FAM224B	0	0	0	0
FAM225A	0	0	1	1
FAM225B	0	2	0	1
FAM226A	0	0	0	0
FAM226B	0	0	0	0
FAM227A	124	101	225	182
FAM227B	74	59	50	63
FAM228A	0	0	0	0
FAM228B	130	129	342	328
FAM229A	20	34	47	32
FAM229B	118	130	100	99
FAM230B	1	1	3	3
FAM230C	0	0	0	0
FAM231A	0	0	0	0
FAM231D	0	0	0	0
FAM24A	0	0	0	0
FAM24B	114	142	75	85
FAM24B-CUZD1	2	2	2	1
FAM25A	73	62	40	42
FAM25BP	7	17	10	8
FAM25C	0	0	0	0
FAM25G	0	0	0	0
FAM26D	4	5	1	6
FAM26E	8	9	9	7
FAM26F	6	3	0	1
FAM27A	2	4	1	0
FAM27B	0	0	0	0
FAM27C	0	0	0	0
FAM27E2	3	5	3	1
FAM27E3	66	85	32	29
FAM27L	0	0	0	0
FAM32A	3740	3551	4401	4460
FAM35A	2848	2739	2041	2022
FAM35BP	4	3	6	3
FAM35DP	16	5	7	11
FAM3A	1972	2014	2375	2391
FAM3B	0	7	3	4
FAM3C	3205	3134	4553	4591
FAM3D	0	2	15	11
FAM41AY1	0	0	0	0
FAM41AY2	0	0	0	0
FAM41C	38	54	37	30
FAM43A	583	629	1316	1290
FAM43B	0	0	0	0
FAM45A	6	10	9	12
FAM45B	118	115	122	107
FAM46A	4617	4590	7173	7153
FAM46B	117	136	36	36
FAM46C	386	365	1504	1382
FAM46D	0	0	0	0
FAM47A	0	0	0	0
FAM47B	0	0	0	0
FAM47C	0	0	0	0
FAM47E	121	100	156	132
FAM47E-STBD1	1	3	1	6
FAM49A	1710	1600	1050	1036
FAM49B	6534	6279	5458	5436
FAM50A	2443	2437	2349	2258
FAM50B	429	410	300	316
FAM53A	121	120	135	132
FAM53B	2923	2794	2481	2257
FAM53C	2716	2687	2089	1952
FAM57A	2047	1981	1335	1255
FAM57B	3	3	4	6
FAM58A	747	730	749	779
FAM60A	4497	4408	3413	3437
FAM63A	958	873	1208	1095
FAM63B	1135	1041	1120	1045
FAM64A	1031	916	176	167
FAM65A	3477	3493	3563	3191
FAM65B	81	75	260	264
FAM65C	4	7	87	64
FAM66A	1	1	1	0
FAM66B	4	3	3	9
FAM66C	22	29	36	32
FAM66D	15	15	8	21
FAM66E	0	0	0	0
FAM69A	1688	1683	2384	2239
FAM69B	365	350	468	522
FAM69C	0	0	0	0
FAM71A	0	0	1	2
FAM71B	0	0	0	0
FAM71C	0	0	0	0
FAM71D	0	0	0	0
FAM71E1	106	108	174	147
FAM71E2	3	0	4	3
FAM71F1	8	15	50	33
FAM71F2	77	79	150	135
FAM72A	0	0	0	0
FAM72B	620	579	140	122
FAM72C	7	5	0	2
FAM72D	2	4	2	0
FAM73A	1465	1369	1417	1390
FAM73B	1594	1519	1639	1420
FAM74A1	0	0	0	0
FAM74A3	0	0	1	1
FAM74A4	1	3	0	1
FAM74A6	0	0	0	0
FAM76A	257	211	205	186
FAM76B	2378	2305	1881	1676
FAM78A	145	138	140	144
FAM78B	41	30	20	14
FAM81A	1128	1060	1033	913
FAM81B	1	0	1	2
FAM83A	5819	5398	9259	8711
FAM83A-AS1	0	0	0	0
FAM83B	3050	3040	1615	1665
FAM83C	0	0	0	0
FAM83C-AS1	4	3	0	1
FAM83D	7800	7390	1503	1468
FAM83E	130	121	845	662
FAM83F	570	526	655	551
FAM83G	876	832	719	705
FAM83H	19116	19401	15796	15013
FAM83H-AS1	4452	4637	4120	4001
FAM84A	2494	2268	900	893
FAM84B	15949	15378	15972	15409
FAM86A	745	685	461	415
FAM86B1	71	63	39	43
FAM86B2	5	6	2	3
FAM86B3P	78	58	39	35
FAM86C1	573	609	509	535
FAM86C2P	286	256	193	186
FAM86DP	532	533	389	389
FAM86EP	173	190	135	151
FAM86FP	95	138	126	117
FAM86HP	29	52	32	30
FAM86JP	125	95	85	66
FAM87A	14	10	1	4
FAM87B	1	0	2	3
FAM89A	352	377	303	327
FAM89B	910	932	1721	1620
FAM8A1	4313	4297	4049	3988
FAM90A1	1	1	1	0
FAM90A10P	0	0	0	0
FAM90A25P	1	1	1	1
FAM90A27P	0	0	0	0
FAM90A2P	0	0	1	1
FAM90A7P	0	0	0	0
FAM91A1	11491	10902	14753	14460
FAM92A1	2006	1917	1444	1404
FAM92A1P2	4	8	5	2
FAM92B	0	0	0	0
FAM95A	5	0	1	1
FAM95B1	3	0	0	0
FAM95C	492	502	416	370
FAM96A	5928	5423	6158	6294
FAM96B	2143	2027	1703	1596
FAM98A	3081	2918	2973	3002
FAM98B	3654	3644	2322	2406
FAM98C	431	436	432	406
FAM99A	0	0	0	0
FAM99B	0	0	0	0
FAM9A	1	0	0	1
FAM9B	0	0	1	0
FAM9C	1	0	0	1
FAN1	2175	2016	1690	1742
FANCA	3827	4171	2112	1884
FANCB	335	344	97	106
FANCC	1225	1276	620	610
FANCD2	4310	4361	1817	1852
FANCD2OS	1	1	4	5
FANCE	1215	1149	430	460
FANCF	638	698	729	700
FANCG	1830	1824	881	892
FANCI	12925	12852	5293	5221
FANCL	1065	1028	831	811
FANCM	1046	1017	595	611
FANK1	365	368	876	814
FANK1-AS1	0	0	0	0
FAP	850	847	956	946
FAR1	8518	8079	5751	5629
FAR2	0	0	0	0
FAR2P1	0	0	0	0
FAR2P2	0	0	0	0
FARP1	1937	2024	2048	1856
FARP2	628	561	785	681
FARS2	788	778	689	694
FARSA	4095	3878	3466	3528
FARSB	4119	4363	2255	2301
FAS	3084	2958	1806	1814
FAS-AS1	1	1	0	1
FASLG	2	0	1	3
FASN	38626	34330	13932	13944
FASTK	2996	3134	3935	3603
FASTKD1	5452	5308	5771	5710
FASTKD2	5195	4995	3610	3592
FASTKD3	1631	1588	1242	1193
FASTKD5	1513	1441	1784	1716
FAT1	50789	47167	32377	32470
FAT2	8587	7089	477	472
FAT3	25	23	14	15
FAT4	156	125	67	64
FATE1	0	0	0	0
FAU	14688	14391	10532	10300
FAXC	861	908	1002	974
FAXDC2	206	173	504	397
FBF1	852	868	778	631
FBL	4872	4520	2187	2068
FBLIM1	2098	2073	2631	2532
FBLL1	5	9	11	12
FBLN1	20081	20388	43115	40742
FBLN2	17	12	2	1
FBLN5	75	83	120	93
FBLN7	0	0	2	0
FBN1	1669	1492	1603	1566
FBN2	1719	1407	536	547
FBN3	1	3	0	0
FBP1	326	353	1210	1135
FBP2	0	0	0	1
FBRS	2781	2694	3419	3210
FBRSL1	1322	1471	1696	1647
FBXL12	510	525	468	468
FBXL13	20	16	15	21
FBXL14	855	852	749	748
FBXL15	562	577	623	589
FBXL16	60	82	101	86
FBXL17	2653	2488	2719	2640
FBXL18	2679	2406	2610	2468
FBXL19	1924	1869	2287	2055
FBXL19-AS1	1194	1198	1423	1325
FBXL2	762	704	1051	976
FBXL20	792	707	904	858
FBXL21	0	0	0	0
FBXL22	4	3	11	9
FBXL3	4352	4459	4021	4007
FBXL4	1752	1679	1657	1582
FBXL5	2706	2531	2994	2917
FBXL6	2615	2687	2392	2163
FBXL7	1	0	1	0
FBXL8	203	214	328	242
FBXO10	257	274	315	294
FBXO11	3905	3577	3910	3552
FBXO15	33	44	80	76
FBXO16	77	73	76	73
FBXO17	740	770	356	347
FBXO18	3545	3350	3912	3544
FBXO2	440	456	704	689
FBXO21	3637	3413	3684	3604
FBXO22	5650	5369	2997	3129
